platform,query,product_name,current_price,original_price,discount_pct,savings_amount,rating,urgency_text,has_urgency,fake_discount_flag,suspicious_discount,product_url,full_text
Flipkart,watches,GKY IMPEX Analog watch Analog Watch  - For Women KASHMIRI WATCH,370.0,999.0,62.0,629.0,,None,False,No,False,https://www.flipkart.com/gky-impex-citizen-dial-gold-plated-analog-watch-women/p/itmbb21a3a78bac6?pid=WATHMFP6SFX7NCRC&lid=LSTWATHMFP6SFX7NCRCDVWA2E&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_83&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHMFP6SFX7NCRC.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,GKY IMPEX Analog watch Analog Watch  - For Women KASHMIRI WATCH ₹370 ₹999 62% off Hot Deal
Flipkart,watches,SABR Analog Watch  - For Men & Women Premium Look Black Arab,225.0,999.0,77.0,774.0,,Only Few Left,True,No,True,https://www.flipkart.com/sabr-stc-arabic-blk-analog-watch-men-women/p/itmfcf60ff9ad4eb?pid=WATHFGDVRQ5GAXGU&lid=LSTWATHFGDVRQ5GAXGUN00CHJ&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_84&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHFGDVRQ5GAXGU.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,SABR Analog Watch  - For Men & Women Premium Look Black Arab... ₹225 ₹999 77% off Only few left
Flipkart,watches,CASIO Youth ( MW-240-1EVDF ) Analog Watch  - For Men A1665,782.0,1695.0,53.0,913.0,,None,False,No,False,https://www.flipkart.com/casio-youth-analog-mw-240-1evdf-watch-men/p/itmffdsnhq83vunf?pid=WATFFDSNHGD9B9UR&lid=LSTWATFFDSNHGD9B9UR6D8FYM&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_85&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATFFDSNHGD9B9UR.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"CASIO Youth ( MW-240-1EVDF ) Analog Watch  - For Men A1665 ₹782 ₹1,695 53% off Hot Deal"
Flipkart,watches,"Florify Watch Movement Type: Quartz, Watch Display Type: Digita",178.0,786.0,77.0,608.0,,Lowest Price,True,No,True,https://www.flipkart.com/florify-dial-color-grey-case-shape-rectangular-watch-movement-type-quartz-display-digital-stainless-men-women/p/itm0747e7183ab97?pid=WATHMF4EYGNCQZ4A&lid=LSTWATHMF4EYGNCQZ4AOGHXQK&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_86&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHMF4EYGNCQZ4A.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"Florify Watch Movement Type: Quartz, Watch Display Type: Digita... ₹178 ₹786 77% off Lowest price since launch"
Flipkart,watches,EVRGLOW EVR-001 Analog Watch  - For Women drw-1,225.0,1499.0,84.0,1274.0,,None,False,No,True,https://www.flipkart.com/evrglow-evr-g-001-evr-001-analog-watch-women/p/itmed4c8b52578c6?pid=WATHBR4GZ7TTWBGR&lid=LSTWATHBR4GZ7TTWBGRPTWUP0&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_89&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHBR4GZ7TTWBGR.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"EVRGLOW EVR-001 Analog Watch  - For Women drw-1 ₹225 ₹1,499 84% off Hot Deal"
Flipkart,watches,HALA Multi Function Working Premium Quality LED Luminous Lig,377.0,999.0,62.0,622.0,,Only 1 Left,True,No,False,https://www.flipkart.com/hala-hl-1145-multi-function-working-premium-quality-led-luminous-light-mens-boys-digital-watch-men/p/itm0c842ef8a7e05?pid=WATHDQY5RPUHYTGG&lid=LSTWATHDQY5RPUHYTGGZYA3E9&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_90&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHDQY5RPUHYTGG.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,HALA Multi Function Working Premium Quality LED Luminous Lig... ₹377 ₹999 62% off Only 1 left
Flipkart,watches,CASIO Enticer ( MTP-V002D-7BUDF ) Analog Watch  - For Men A16,1229.0,2395.0,48.0,1166.0,,None,False,No,False,https://www.flipkart.com/casio-enticer-men-s-mtp-v002d-7budf-analog-watch-men/p/itmffdsnetv9jjc3?pid=WATFFDSNTZPDRYNG&lid=LSTWATFFDSNTZPDRYNGXTBZKE&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_93&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATFFDSNTZPDRYNG.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"CASIO Enticer ( MTP-V002D-7BUDF ) Analog Watch  - For Men A16... ₹1,229 ₹2,395 48% off Bank Offer"
Flipkart,watches,Americanviber Premium Color Smooth Finish Luxury Combo Pack 2 Analog,334.0,1179.0,71.0,845.0,,None,False,No,True,https://www.flipkart.com/americanviber-drw004001-premium-color-smooth-finish-luxury-combo-pack-2-analog-watch-women/p/itme0ffb9c9bef37?pid=WATH7YJBPHHGABCU&lid=LSTWATH7YJBPHHGABCUTAEKR7&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_94&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATH7YJBPHHGABCU.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"Americanviber Premium Color Smooth Finish Luxury Combo Pack 2 Analog ... ₹334 ₹1,179 71% off Hot Deal"
Flipkart,watches,CASIO Youth ( MW-240-7EVDF ) Analog Watch  - For Men A1667,764.0,1695.0,54.0,931.0,,None,False,No,False,https://www.flipkart.com/casio-youth-analog-mw-240-7evdf-watch-men/p/itmffdsnfd9seyhb?pid=WATFFDSNSKRXYMWB&lid=LSTWATFFDSNSKRXYMWBD2WAHQ&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_95&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATFFDSNSKRXYMWB.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"CASIO Youth ( MW-240-7EVDF ) Analog Watch  - For Men A1667 ₹764 ₹1,695 54% off Bank Offer"
Flipkart,watches,SONATA Sonata Northern Lights inspired Poze With Blue Dial Ana,1294.0,1850.0,30.0,556.0,,None,False,No,False,https://www.flipkart.com/sonata-poze-8-northern-lights-inspired-blue-dial-analog-watch-men-women/p/itm5190a08e3fc4f?pid=WATHK2QUE63ZYF45&lid=LSTWATHK2QUE63ZYF45SJBKCT&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_96&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHK2QUE63ZYF45.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"SONATA Sonata Northern Lights inspired Poze With Blue Dial Ana... ₹1,294 ₹1,850 30% off Hot Deal"
Flipkart,watches,M7 By Metronaut M7 Adventure Chrono Series Analog-Digital Watch  - For,449.0,2999.0,85.0,2550.0,,None,False,No,True,https://www.flipkart.com/m7-metronaut-m7-1509-adventure-chrono-series-analog-digital-watch-men/p/itm418ec3b4943d1?pid=WATGYTZBHRPURVHY&lid=LSTWATGYTZBHRPURVHYSZJNPE&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_99&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATGYTZBHRPURVHY.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"M7 By Metronaut M7 Adventure Chrono Series Analog-Digital Watch  - For ... ₹449 ₹2,999 85% off Hot Deal"
Flipkart,watches,CASIO Youth ( MCW-200H-9AVDF ) Analog Watch  - For Boys & Gir,2699.0,4495.0,39.0,1796.0,,None,False,No,False,https://www.flipkart.com/casio-mcw-200h-9avdf-youth-analog-watch-boys-girls/p/itmf45gcdbcxgytp?pid=WATF45DEDJZYHDZM&lid=LSTWATF45DEDJZYHDZMF9CKBW&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_100&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATF45DEDJZYHDZM.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"CASIO Youth ( MCW-200H-9AVDF ) Analog Watch  - For Boys & Gir... ₹2,699 ₹4,495 39% off Hot Deal"
Flipkart,watches,"Kanvictz Rugged Durable Sports Outdoor & Fitness, Shockproof, Du",207.0,1500.0,86.0,1293.0,,Only Few Left,True,No,True,https://www.flipkart.com/kanvictz-rugged-durable-sport-style-sports-watch-outdoor-fitness-shockproof-digital-men/p/itme2ac16f0aecaf?pid=WATHJHJZ7Z6RV3VH&lid=LSTWATHJHJZ7Z6RV3VHPYP7HF&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_103&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHJHJZ7Z6RV3VH.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"Kanvictz Rugged Durable Sports Outdoor & Fitness, Shockproof, Du... ₹207 ₹1,500 86% off Only few left"
Flipkart,watches,FOGG Day and Date Display Analog Watch  - For Men 1219-Brown,302.0,1799.0,83.0,1497.0,,None,False,No,True,https://www.flipkart.com/fogg-1219-brown-day-date-display-analog-watch-men/p/itmbeadce62c2240?pid=WATH44H5QMHU4UPQ&lid=LSTWATH44H5QMHU4UPQR3CXTA&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_104&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATH44H5QMHU4UPQ.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"FOGG Day and Date Display Analog Watch  - For Men 1219-Brown ₹302 ₹1,799 83% off Hot Deal"
Flipkart,watches,LOIS CARON Elegant Series Square Quartz For /Boys Wrist Analog Wat,321.0,2999.0,89.0,2678.0,,None,False,No,True,https://www.flipkart.com/lois-caron-lcs-8572-elegant-series-square-quartz-boys-wrist-analog-watch-men/p/itmbc96d16489785?pid=WATH65RVBTHZJBUW&lid=LSTWATH65RVBTHZJBUWQYSNRN&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_105&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATH65RVBTHZJBUW.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"LOIS CARON Elegant Series Square Quartz For /Boys Wrist Analog Wat... ₹321 ₹2,999 89% off Hot Deal"
Flipkart,watches,Rylo Transparent Analog Watch  - For Men Silver-Skeleton-01,387.0,1599.0,75.0,1212.0,,Only Few Left,True,No,True,https://www.flipkart.com/rylo-skeleton-transparent-analog-watch-men/p/itm3725dd408ad7f?pid=WATHFFG63FYZHBWX&lid=LSTWATHFFG63FYZHBWX17XSBT&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_106&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHFFG63FYZHBWX.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"Rylo Transparent Analog Watch  - For Men Silver-Skeleton-01 ₹387 ₹1,599 75% off Only few left"
Flipkart,watches,Americanviber Adjustable Free Size Lock Date Function Working Analog,412.0,1199.0,65.0,787.0,,Only Few Left,True,No,False,https://www.flipkart.com/americanviber-tst-black-adjustable-free-size-lock-date-function-working-analog-watch-men/p/itme14e756c9f724?pid=WATHDAEZE6JBMNHX&lid=LSTWATHDAEZE6JBMNHXFR79DS&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_109&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHDAEZE6JBMNHX.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"Americanviber Adjustable Free Size Lock Date Function Working Analog ... ₹412 ₹1,199 65% off Only few left"
Flipkart,watches,Daniel Radcliffe Women Atractive Brown Color Luxury Trending Watch Analo,180.0,1699.0,89.0,1519.0,,None,False,No,True,https://www.flipkart.com/daniel-radcliffe-drr001c-women-atractive-brown-color-luxury-trending-watch-analog/p/itm9eae864a954e5?pid=WATH7ZGYXFZHKQQM&lid=LSTWATH7ZGYXFZHKQQM4EA0OH&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_110&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATH7ZGYXFZHKQQM.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"Daniel Radcliffe Women Atractive Brown Color Luxury Trending Watch Analo... ₹180 ₹1,699 89% off Hot Deal"
Flipkart,watches,HALA Digital Watch  - For Boys G80 Day & Date Display,220.0,499.0,55.0,279.0,,None,False,No,False,https://www.flipkart.com/hala-digital-watch-boys/p/itm925ce2e99f7f5?pid=WATHYH7HBGZB4YTW&lid=LSTWATHYH7HBGZB4YTWQPQVOM&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_111&otracker=search&fm=organic&iid=en_bhnMkgwePZ6ZXxZ32xFWjT7v7lfP4gW7zw0wcOSlsCTeZ_bTBREP4YAZdPZ1Brl06FD6J8tMXRi7W6bZPe3j8w%3D%3D&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,HALA Digital Watch  - For Boys G80 Day & Date Display ₹220 ₹499 55% off Hot Deal
Flipkart,watches,SONATA Sonata Poze Quartz Green Dial Silver Metal Strap Analog,1102.0,1575.0,30.0,473.0,,None,False,No,False,https://www.flipkart.com/sonata-poze-quartz-green-dial-silver-metal-strap-analog-watch-men/p/itm56312a73c1c81?pid=WATGYTHJZJWMTGXJ&lid=LSTWATGYTHJZJWMTGXJTJ0I9A&marketplace=FLIPKART&q=watches&store=r18%2Ff13&spotlightTagId=default_TrendingId_r18%2Ff13&srno=s_3_113&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATGYTHJZJWMTGXJ.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"SONATA Sonata Poze Quartz Green Dial Silver Metal Strap Analog... ₹1,102 ₹1,575 30% off Hot Deal"
Flipkart,watches,Louis Philippe Chronograph Blue Dial Analog Watch Analog Watch  - For,2479.0,5399.0,54.0,2920.0,,None,False,No,False,https://www.flipkart.com/louis-philippe-chronograph-blue-dial-analog-watch-men/p/itmd5232daa61b97?pid=WATHK66QTVBXRYH6&lid=LSTWATHK66QTVBXRYH6OELWQW&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_114&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHK66QTVBXRYH6.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"Louis Philippe Chronograph Blue Dial Analog Watch Analog Watch  - For ... ₹2,479 ₹5,399 54% off Hot Deal"
Flipkart,watches,ROXTO Golden skeleton round partywear watch for men Analog Wa,423.0,4500.0,90.0,4077.0,,Only Few Left,True,No,True,https://www.flipkart.com/roxto-skeleton-golden-round-partywear-watch-men-analog/p/itm686894b6b19a7?pid=WATHHGVHGZG57HKT&lid=LSTWATHHGVHGZG57HKT8FATBA&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_115&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHHGVHGZG57HKT.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"ROXTO Golden skeleton round partywear watch for men Analog Wa... ₹423 ₹4,500 90% off Only few left"
Flipkart,watches,TIMEX Blue Dial Leather Strap Analog Watch  - For Men TW0TG73,719.0,1399.0,48.0,680.0,,None,False,No,False,https://www.flipkart.com/timex-blue-dial-leather-strap-analog-watch-men/p/itm825e5faebd1cf?pid=WATFUQEWJW7CUZYX&lid=LSTWATFUQEWJW7CUZYXJRCMVC&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_116&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATFUQEWJW7CUZYX.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"TIMEX Blue Dial Leather Strap Analog Watch  - For Men TW0TG73... ₹719 ₹1,399 48% off Bank Offer"
Flipkart,watches,MULTRA Trending Lifestyle Black Dial White Strap Square LED Di,128.0,499.0,74.0,371.0,,Only Few Left,True,No,True,https://www.flipkart.com/multra-digital-watch-trending-lifestyle-black-dial-white-strap-square-led-boys-girls/p/itm09c5f9e49f4f9?pid=WATHJNNQPWC2GFUR&lid=LSTWATHJNNQPWC2GFUR8YGNE0&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_119&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATHJNNQPWC2GFUR.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,MULTRA Trending Lifestyle Black Dial White Strap Square LED Di... ₹128 ₹499 74% off Only few left
Flipkart,watches,PETER ENGLAND Analog Watch  - For Men PE000017A,1489.0,2745.0,45.0,1256.0,,None,False,No,False,https://www.flipkart.com/peter-england-analog-watch-men/p/itmdd9c7b574e69a?pid=WATFVFG6ZGSZCTWS&lid=LSTWATFVFG6ZGSZCTWSLC6OSG&marketplace=FLIPKART&q=watches&store=r18%2Ff13&srno=s_3_120&otracker=search&fm=organic&iid=2a7132e3-08e4-47a0-bacf-c23c0e85de97.WATFVFG6ZGSZCTWS.SEARCH&ppt=None&ppn=None&ssid=v748z1osow0000001780910607950&qH=2d6b6aad43dffa91&ov_redirect=true,"PETER ENGLAND Analog Watch  - For Men PE000017A ₹1,489 ₹2,745 45% off Hot Deal"
Amazon,smartphones,OnePlus Nord CE6 Lite | 8GB+128GB | Hyper Black | Segment's Fastest Dimensity 7400 Apex Processor | 7000mAh Battery | Se,2599800.0,33999.0,24.0,-2565801.0,4.3,Limited Time Deal,True,Unknown,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTczNzQxNzQ3MTA2NTY6MTc4MTA3MjYwNTpzcF9hdGY6MzAxMDg2NzAwNDA2NjMyOjowOjo&url=%2FOnePlus-Segments-Dimensity-Processor-Recording%2Fdp%2FB0GVYXPZBS%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.LvJhgejdQJRe7xQfAw57m_tJgI0RQDbdQpvP9K1nccu_035-woLkFVCHJtAQEUyhWGrPuJ5UkS_9BXBoLSWOd8GtZFIQqqn84qXME8dPS7RV3lBm_317_lDZAd5tnPH5yJXUcmY8cOv_HFq4Xsy5NV5ERc_LHj71IsrK9TPHsWiPX1SrkIIRHPiKqNsmVHtydH3XShpOBNIkUas3NuDjZLop336fquFtUMnJ4vPRBo4.OdxzJqE8jByep57ho3ykWIadb8kSUKb78crahymw1Vw%26dib_tag%3Dse%26keywords%3Dsmartphones%26qid%3D1781072605%26sr%3D8-1-spons%26aref%3DDAu4vFXQ8d%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=DAu4vFXQ8d&sp_cr=ZAZ,"Sponsored Sponsored You are seeing this ad based on the product’s relevance to your search query. Let us know OnePlus Nord CE6 Lite | 8GB+128GB | Hyper Black | Segment's Fastest Dimensity 7400 Apex Processor | 7000mAh Battery | Segment's Highest 144Hz Refresh Rate | 50MP Main Camera, 4K Video Recording Top Reviewed for Battery life 4.3 4.3 out of 5 stars (450) Limited time deal Price, product page"
Amazon,smartphones,"REDMI A7 Pro 5G (Black, 4GB RAM,128GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Lar",1399900.0,16999.0,18.0,-1382901.0,3.6,None,False,Unknown,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTczNzQxNzQ3MTA2NTY6MTc4MTA3MjYwNTpzcF9hdGY6MzAxMDM4NzY3NzA1NzMyOjowOjo&url=%2FREDMI-A7-Pro-5G-Processor%2Fdp%2FB0GS5M4VMH%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.LvJhgejdQJRe7xQfAw57m_tJgI0RQDbdQpvP9K1nccu_035-woLkFVCHJtAQEUyhWGrPuJ5UkS_9BXBoLSWOd8GtZFIQqqn84qXME8dPS7RV3lBm_317_lDZAd5tnPH5yJXUcmY8cOv_HFq4Xsy5NV5ERc_LHj71IsrK9TPHsWiPX1SrkIIRHPiKqNsmVHtydH3XShpOBNIkUas3NuDjZLop336fquFtUMnJ4vPRBo4.OdxzJqE8jByep57ho3ykWIadb8kSUKb78crahymw1Vw%26dib_tag%3Dse%26keywords%3Dsmartphones%26qid%3D1781072605%26sr%3D8-2-spons%26aref%3DvsZqfdiYw3%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=vsZqfdiYw3&sp_cr=ZAZ,"Sponsored Sponsored You are seeing this ad based on the product’s relevance to your search query. Let us know REDMI A7 Pro 5G (Black, 4GB RAM,128GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display 3.6 3.6 out of 5 stars (655) 5K+ bought in past month Price, product page ₹13,999 ₹ 13,999 M.R.P: ₹16,999 M.R.P: ₹16,999 ₹16,999 (18%"
Amazon,smartphones,"Samsung Galaxy M07 Mobile (Black, 4GB RAM, 64GB Storage) | MediaTek Helio G99 | AnTuTu 624K | IP54| 50MP Camera | 7.6mm",1049900.0,10999.0,5.0,-1038901.0,4.2,None,False,Unknown,False,https://www.amazon.in/Samsung-Storage-MediaTek-Charging-Upgrades/dp/B0FN7QTRPY/ref=sr_1_3?dib=eyJ2IjoiMSJ9.LvJhgejdQJRe7xQfAw57m_tJgI0RQDbdQpvP9K1nccu_035-woLkFVCHJtAQEUyhWGrPuJ5UkS_9BXBoLSWOd8GtZFIQqqn84qXME8dPS7RV3lBm_317_lDZAd5tnPH5yJXUcmY8cOv_HFq4Xsy5NV5ERc_LHj71IsrK9TPHsWiPX1SrkIIRHPiKqNsmVHtydH3XShpOBNIkUas3NuDjZLop336fquFtUMnJ4vPRBo4.OdxzJqE8jByep57ho3ykWIadb8kSUKb78crahymw1Vw&dib_tag=se&keywords=smartphones&qid=1781072605&sr=8-3,"Samsung Galaxy M07 Mobile (Black, 4GB RAM, 64GB Storage) | MediaTek Helio G99 | AnTuTu 624K | IP54| 50MP Camera | 7.6mm Slim | 5000mAh Battery | 25W Fast Charging | 6 Gen OS Upgrades | Without Charger 4.2 4.2 out of 5 stars (1.6K) 5K+ bought in past month Price, product page ₹10,499 ₹ 10,499 M.R.P: ₹10,999 M.R.P: ₹10,999 ₹10,999 (5% off) Up to 5% back with Amazon Pay ICICI card Up to 5% back with "
Amazon,smartphones,"Samsung Galaxy F06 5G, Lit Voilet (6GB, 128GB)",1397100.0,15499.0,10.0,-1381601.0,4.2,None,False,Unknown,False,https://www.amazon.in/Samsung-Galaxy-F06-5G-Voilet/dp/B0F8ZVRLZB/ref=sr_1_4?dib=eyJ2IjoiMSJ9.LvJhgejdQJRe7xQfAw57m_tJgI0RQDbdQpvP9K1nccu_035-woLkFVCHJtAQEUyhWGrPuJ5UkS_9BXBoLSWOd8GtZFIQqqn84qXME8dPS7RV3lBm_317_lDZAd5tnPH5yJXUcmY8cOv_HFq4Xsy5NV5ERc_LHj71IsrK9TPHsWiPX1SrkIIRHPiKqNsmVHtydH3XShpOBNIkUas3NuDjZLop336fquFtUMnJ4vPRBo4.OdxzJqE8jByep57ho3ykWIadb8kSUKb78crahymw1Vw&dib_tag=se&keywords=smartphones&qid=1781072605&sr=8-4,"Amazon's Choice for ""smartphones"" Samsung Galaxy F06 5G, Lit Voilet (6GB, 128GB) 4.2 4.2 out of 5 stars (131) 1K+ bought in past month Price, product page ₹13,971 ₹ 13,971 M.R.P: ₹15,499 M.R.P: ₹15,499 ₹15,499 (10% off) Up to 5% back with Amazon Pay ICICI card Up to 5% back with Amazon Pay ICI... FREE delivery Fri, 12 Jun Or fastest delivery Tomorrow 8 am - 12 pm Add to cart More Buying Choices ₹1"
Amazon,smartphones,"realme NARZO 90 5G (Carbon Black,8GB+128GB) | 7000mAh Biggest Battery | 60W Fastest Charging | 50MP Front & Rear AI Came",1999900.0,,,,4.1,None,False,Unknown,False,https://www.amazon.in/realme-Charging-4000nits-Brightest-Resistance/dp/B0G49YZTTW/ref=sr_1_5?dib=eyJ2IjoiMSJ9.LvJhgejdQJRe7xQfAw57m_tJgI0RQDbdQpvP9K1nccu_035-woLkFVCHJtAQEUyhWGrPuJ5UkS_9BXBoLSWOd8GtZFIQqqn84qXME8dPS7RV3lBm_317_lDZAd5tnPH5yJXUcmY8cOv_HFq4Xsy5NV5ERc_LHj71IsrK9TPHsWiPX1SrkIIRHPiKqNsmVHtydH3XShpOBNIkUas3NuDjZLop336fquFtUMnJ4vPRBo4.OdxzJqE8jByep57ho3ykWIadb8kSUKb78crahymw1Vw&dib_tag=se&keywords=smartphones&qid=1781072605&sr=8-5,"realme NARZO 90 5G (Carbon Black,8GB+128GB) | 7000mAh Biggest Battery | 60W Fastest Charging | 50MP Front & Rear AI Cameras | 4000nits Brightest Display | AI Assist | IP69 Dust & Water Resistance Top Reviewed for Battery life 4.1 4.1 out of 5 stars (1K) 2K+ bought in past month Price, product page ₹19,999 ₹ 19,999 Up to 5% back with Amazon Pay ICICI card Up to 5% back with Amazon Pay ICI... FREE d"
